UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
5585,L52764,-1,302.4,311.9,1578,29.9,44,0,1
5586,M20445,0,302.5,312.0,1642,29.1,46,0,1
5587,M20446,0,302.4,311.8,1557,31.5,49,0,1
5588,L52767,-1,302.5,311.9,1481,42.9,52,0,1
5589,M20448,0,302.5,311.8,1566,37.6,54,0,1
5590,M20449,0,302.5,311.9,1298,57.5,57,0,1
5591,M20450,0,302.5,311.9,1340,59.4,60,0,1
5592,L52771,-1,302.5,312.0,1574,33.8,63,0,1
5593,L52772,-1,302.5,311.9,1437,46.7,65,0,1
5594,L52773,-1,302.6,311.9,1354,48.0,67,0,1
5595,L52774,-1,302.6,311.9,1598,35.5,69,0,1
5596,M20455,0,302.7,312.0,1944,21.4,71,0,1
5597,M20456,0,302.7,312.0,1538,36.7,74,0,1
5598,L52777,-1,302.7,312.0,1501,37.0,77,0,1
5599,L52778,-1,302.8,312.1,1441,52.1,79,0,1
5600,M20459,0,302.7,312.0,1652,31.0,81,0,1
5601,L52780,-1,302.8,312.1,1487,36.6,84,0,1
5602,L52781,-1,302.9,312.2,1605,33.9,86,0,1
5603,L52782,-1,302.9,312.1,1334,54.7,88,0,1
5604,L52783,-1,302.9,312.2,1340,57.8,90,0,1
5605,L52784,-1,302.9,312.2,1513,37.8,92,0,1
5606,L52785,-1,302.9,312.2,1510,41.4,94,0,1
5607,L52786,-1,302.9,312.2,1729,23.6,96,0,1
5608,M20467,0,302.9,312.2,1745,25.5,98,0,1
5609,M20468,0,303.1,312.3,1623,31.6,101,0,1
5610,M20469,0,303.1,312.4,1378,50.1,104,0,1
5611,L52790,-1,303.1,312.4,1407,41.2,107,0,1
5612,M20471,0,303.0,312.3,1674,29.5,109,0,1
5613,L52792,-1,303.0,312.3,1486,42.4,112,0,1
5614,M20473,0,303.0,312.3,1483,38.8,114,0,1
5615,H35028,1,303.0,312.2,1624,28.8,117,0,1
5616,M20475,0,303.0,312.2,1257,71.3,122,1,3
5617,L52796,-1,303.0,312.3,1480,41.4,125,0,1
5618,L52797,-1,303.1,312.4,1404,61.5,127,1,3
5619,M20478,0,303.0,312.4,1645,29.6,129,0,1
5620,L52799,-1,303.0,312.3,1932,21.9,132,0,1
5621,L52800,-1,303.0,312.3,1533,38.5,134,0,1
5622,M20481,0,302.9,312.2,1292,54.4,136,0,1
5623,L52802,-1,302.9,312.2,1571,40.6,139,0,1
5624,L52803,-1,302.9,312.3,1578,36.3,141,0,1
5625,M20484,0,302.8,312.2,1469,36.9,143,0,1
5626,L52805,-1,302.7,312.1,1728,24.4,146,0,1
5627,H35040,1,302.7,312.1,1603,32.5,148,0,1
5628,L52807,-1,302.7,312.1,1597,39.8,153,0,1
5629,L52808,-1,302.7,312.1,1688,32.0,155,0,1
5630,L52809,-1,302.7,312.2,1405,51.4,157,0,1
5631,M20490,0,302.8,312.2,1615,32.9,159,0,1
5632,L52811,-1,302.8,312.2,1515,36.8,162,0,1
5633,L52812,-1,302.7,312.2,1376,52.8,164,0,1
5634,L52813,-1,302.7,312.2,1447,47.5,166,0,1
5635,M20494,0,302.6,312.2,1353,56.5,168,0,1
5636,L52815,-1,302.6,312.1,1502,47.3,171,0,1
5637,L52816,-1,302.6,312.0,1447,45.5,173,0,1
5638,M20497,0,302.5,312.0,1487,46.1,175,0,1
5639,L52818,-1,302.6,312.1,1519,38.1,178,0,1
5640,L52819,-1,302.6,312.1,1668,28.7,180,0,4
5641,L52820,-1,302.6,312.1,1420,51.6,182,0,1
5642,L52821,-1,302.6,312.1,1473,37.3,184,0,1
5643,L52822,-1,302.5,312.0,1495,38.8,186,0,1
5644,L52823,-1,302.5,312.0,1574,42.0,188,0,1
5645,L52824,-1,302.5,312.0,1383,51.3,190,0,1
5646,M20505,0,302.5,312.0,1591,29.4,192,0,1
5647,M20506,0,302.4,311.8,1644,37.2,195,0,1
5648,H35061,1,302.5,311.8,2370,14.7,198,0,1
5649,L52828,-1,302.5,311.9,1401,44.9,203,0,1
5650,M20509,0,302.5,311.9,1414,51.6,205,0,1
5651,L52830,-1,302.5,312.0,1456,46.3,208,0,1
5652,M20511,0,302.5,312.0,1447,45.7,210,0,1
5653,L52832,-1,302.4,311.8,1727,26.5,213,0,1
5654,L52833,-1,302.4,311.7,1495,36.8,215,0,1
5655,L52834,-1,302.3,311.6,1544,34.3,0,0,1
5656,L52835,-1,302.3,311.5,1387,47.3,2,0,1
5657,M20516,0,302.3,311.5,1316,47.2,4,0,1
5658,L52837,-1,302.3,311.5,1794,26.1,7,0,1
5659,M20518,0,302.2,311.4,1372,55.1,9,0,1
5660,M20519,0,302.3,311.5,1674,30.0,12,0,1
5661,L52840,-1,302.2,311.4,1477,41.7,15,0,1
5662,L52841,-1,302.2,311.4,1397,53.0,17,0,1
5663,L52842,-1,302.2,311.5,1616,34.0,19,0,1
5664,M20523,0,302.3,311.5,1530,42.3,21,0,1
5665,M20524,0,302.2,311.4,1539,35.1,24,0,1
5666,L52845,-1,302.3,311.4,1845,21.9,27,0,1
5667,L52846,-1,302.2,311.4,1430,43.1,29,0,1
5668,L52847,-1,302.2,311.4,2080,19.2,31,0,1
5669,M20528,0,302.2,311.4,1432,45.3,33,0,1
5670,M20529,0,302.2,311.5,1479,39.5,36,0,1
5671,L52850,-1,302.2,311.5,1424,45.2,39,0,1
5672,H35085,1,302.2,311.6,1534,37.2,41,0,1
5673,H35086,1,302.1,311.6,1701,26.2,46,0,1
5674,L52853,-1,302.2,311.6,1462,50.0,51,0,1
5675,M20534,0,302.2,311.7,1393,42.5,53,0,1
5676,M20535,0,302.3,311.7,1453,42.5,56,0,1
5677,L52856,-1,302.3,311.8,1565,37.8,59,0,1
5678,L52857,-1,302.3,311.8,1281,51.7,61,0,1
5679,M20538,0,302.2,311.7,1584,36.2,63,0,1
5680,M20539,0,302.2,311.7,1466,49.0,66,0,1
5681,M20540,0,302.2,311.6,1386,50.5,69,0,1
5682,L52861,-1,302.2,311.6,1383,44.3,72,0,1
5683,H35096,1,302.3,311.6,1441,53.9,74,0,1
5684,M20543,0,302.2,311.6,1592,37.7,79,0,1
5685,H35098,1,302.2,311.6,1594,36.8,82,0,1
5686,L52865,-1,302.2,311.5,1482,45.6,87,0,1
5687,L52866,-1,302.2,311.6,1658,31.4,89,0,1
5688,L52867,-1,302.3,311.7,2170,18.2,91,0,1
5689,M20548,0,302.3,311.7,1423,44.6,93,0,1
5690,L52869,-1,302.4,311.8,1543,31.1,96,0,1
5691,L52870,-1,302.3,311.8,1435,44.8,98,0,1
5692,L52871,-1,302.4,311.8,1320,56.4,100,0,1
5693,M20552,0,302.4,311.9,1313,55.7,102,0,1
5694,M20553,0,302.4,311.8,1453,42.1,105,0,1
5695,L52874,-1,302.4,311.8,1508,45.7,108,0,1
5696,L52875,-1,302.4,311.8,1451,42.0,110,0,1
5697,H35110,1,302.5,311.9,1595,34.6,112,0,1
5698,L52877,-1,302.5,311.9,1354,49.4,117,0,1
5699,L52878,-1,302.5,311.9,1265,59.8,119,0,1
5700,L52879,-1,302.4,311.9,1867,25.9,121,0,1
5701,L52880,-1,302.5,311.9,1497,41.6,123,0,1
5702,M20561,0,302.5,311.9,1347,54.3,125,0,1
5703,L52882,-1,302.3,311.7,1544,43.2,128,0,1
5704,H35117,1,302.3,311.7,1456,45.4,130,0,1
5705,L52884,-1,302.5,311.8,1335,52.7,135,0,1
5706,L52885,-1,302.4,311.9,1452,43.1,137,0,1
5707,L52886,-1,302.4,311.9,1290,70.0,139,1,3
5708,L52887,-1,302.4,311.8,1448,43.4,141,0,1
5709,L52888,-1,302.3,311.7,1611,38.6,143,0,1
5710,L52889,-1,302.2,311.7,1556,38.6,145,0,1
5711,H35124,1,302.2,311.7,1413,46.5,147,0,1
5712,L52891,-1,302.2,311.6,1545,35.9,152,0,1
5713,L52892,-1,302.2,311.7,1330,54.6,154,0,1
5714,L52893,-1,302.2,311.9,1596,38.0,156,0,1
5715,L52894,-1,302.2,311.8,1618,36.0,158,0,1
5716,H35129,1,302.2,311.9,1597,35.8,160,0,1
5717,L52896,-1,302.3,312.0,1354,52.2,165,0,1
5718,L52897,-1,302.3,312.0,1746,28.1,167,0,1
5719,L52898,-1,302.4,312.0,1621,32.5,169,0,1
5720,L52899,-1,302.3,312.0,1398,43.3,171,0,1
5721,L52900,-1,302.3,311.9,1434,51.9,173,0,1
5722,M20581,0,302.3,311.8,1443,43.4,175,0,1
5723,L52902,-1,302.2,311.7,1488,44.6,178,0,1
5724,M20583,0,302.3,311.8,1475,48.0,180,0,1
5725,L52904,-1,302.3,311.8,1433,50.3,183,0,1
5726,M20585,0,302.3,311.8,1557,34.1,185,0,1
5727,M20586,0,302.4,311.9,1398,50.1,188,0,1
5728,M20587,0,302.3,311.8,1559,34.4,191,0,1
5729,M20588,0,302.4,311.9,1422,46.4,194,0,1
5730,M20589,0,302.3,311.8,1463,35.7,197,0,1
5731,L52910,-1,302.3,311.7,1793,25.3,200,0,1
5732,L52911,-1,302.2,311.6,1872,20.4,202,0,1
5733,L52912,-1,302.2,311.7,1412,44.5,204,0,1
5734,L52913,-1,302.3,311.8,1487,43.2,206,0,1
5735,L52914,-1,302.3,311.8,1369,56.2,208,1,2
5736,L52915,-1,302.4,311.8,1673,30.1,210,0,1
5737,M20596,0,302.4,311.9,1439,36.6,212,0,1
5738,L52917,-1,302.3,311.8,1574,42.8,215,0,1
5739,L52918,-1,302.3,311.7,1281,48.8,0,0,1
5740,M20599,0,302.2,311.7,1653,31.4,2,0,1
5741,M20600,0,302.3,311.7,1535,38.3,5,0,1
5742,M20601,0,302.3,311.7,1483,40.5,8,0,1
5743,L52922,-1,302.3,311.7,1414,47.0,11,0,1
5744,M20603,0,302.2,311.6,1379,42.9,13,0,1
5745,H35158,1,302.2,311.5,1482,42.6,16,0,1
5746,L52925,-1,302.1,311.5,1987,20.1,21,0,1
5747,M20606,0,302.1,311.5,1635,31.6,23,0,1
5748,L52927,-1,302.1,311.5,1533,39.4,26,0,1
5749,M20608,0,302.2,311.7,1576,34.0,28,0,1
5750,H35163,1,302.2,311.8,1330,62.4,31,0,1
5751,L52930,-1,302.2,311.8,1981,21.8,36,0,1
5752,H35165,1,302.3,311.8,1475,42.8,38,0,1
5753,H35166,1,302.3,311.8,1804,25.0,43,0,1
5754,L52933,-1,302.2,311.6,1416,54.1,48,0,1
5755,L52934,-1,302.1,311.5,1727,27.7,50,0,1
5756,L52935,-1,302.1,311.4,1391,49.2,52,0,1
5757,M20616,0,302.0,311.5,1366,52.3,54,0,1
5758,L52937,-1,301.9,311.3,1366,55.6,57,0,1
5759,L52938,-1,301.9,311.3,1501,40.8,59,0,1
5760,L52939,-1,301.8,311.3,1551,35.8,61,0,1
5761,M20620,0,301.9,311.3,1522,35.6,63,0,1
5762,L52941,-1,301.9,311.2,1369,49.8,66,0,1
5763,L52942,-1,301.8,311.2,1334,52.3,68,0,1
5764,H35177,1,301.8,311.2,1451,39.4,70,0,1
5765,L52944,-1,301.7,311.2,1589,37.9,75,0,1
5766,L52945,-1,301.7,311.3,1708,30.5,77,0,1
5767,M20626,0,301.7,311.2,1413,42.6,79,0,1
5768,M20627,0,301.6,311.2,1415,46.5,82,0,1
5769,L52948,-1,301.7,311.3,1421,45.9,85,0,1
5770,L52949,-1,301.7,311.3,1348,51.0,87,0,1
5771,L52950,-1,301.6,311.2,1408,42.9,89,0,1
5772,L52951,-1,301.6,311.2,1525,43.7,91,0,1
5773,L52952,-1,301.6,311.3,1706,29.9,93,0,1
5774,H35187,1,301.6,311.2,1395,46.8,95,0,1
5775,L52954,-1,301.5,311.1,1602,34.3,100,0,1
5776,L52955,-1,301.6,311.1,1907,21.5,102,0,1
5777,L52956,-1,301.6,311.1,1325,49.2,104,0,1
5778,L52957,-1,301.6,311.1,1408,44.4,106,0,1
5779,M20638,0,301.7,311.1,1489,41.4,108,0,1
5780,L52959,-1,301.6,311.1,1680,29.2,111,0,1
5781,L52960,-1,301.7,311.2,1517,42.4,113,0,1
5782,M20641,0,301.7,311.1,1618,36.7,115,0,1
5783,L52962,-1,301.7,311.1,1455,39.8,118,0,1
5784,H35197,1,301.8,311.1,1543,36.4,120,0,1
5785,M20644,0,301.8,311.1,1399,41.8,125,0,1
5786,L52965,-1,301.7,311.1,1469,37.2,128,0,1
5787,L52966,-1,301.7,311.2,1521,36.7,130,0,1
5788,L52967,-1,301.7,311.3,1584,38.8,132,0,1
5789,L52968,-1,301.8,311.5,1443,43.3,134,0,1
5790,M20649,0,301.8,311.5,1416,49.0,136,0,1
5791,M20650,0,301.7,311.2,1563,34.5,139,0,1
5792,M20651,0,301.8,311.3,1542,40.1,142,0,1
5793,M20652,0,301.8,311.3,1624,31.6,145,0,1
5794,L52973,-1,301.8,311.3,1471,44.2,148,0,1
5795,M20654,0,301.9,311.5,1492,40.8,150,0,1
5796,M20655,0,301.9,311.4,1465,39.9,153,0,1
5797,L52976,-1,301.7,311.1,1399,55.1,156,0,1
5798,L52977,-1,301.6,311.0,1431,42.6,158,0,1
5799,L52978,-1,301.5,310.9,1600,39.0,160,0,1
5800,L52979,-1,301.5,310.8,1593,34.5,162,0,1
5801,L52980,-1,301.5,310.9,1469,44.7,164,0,1
5802,L52981,-1,301.5,310.8,1413,44.6,166,0,1
5803,L52982,-1,301.4,310.8,1490,38.0,168,0,1
5804,L52983,-1,301.5,310.9,1671,31.1,170,0,1
5805,L52984,-1,301.5,310.9,1365,46.5,172,0,1
5806,M20665,0,301.4,310.9,1557,39.3,174,0,1
5807,L52986,-1,301.4,310.9,1440,45.4,177,0,1
5808,M20667,0,301.4,310.9,1489,38.9,179,0,1
5809,L52988,-1,301.4,311.0,1733,25.7,182,0,1
5810,H35223,1,301.3,311.0,1580,36.6,184,0,1
5811,L52990,-1,301.3,311.0,1856,21.9,189,0,1
5812,L52991,-1,301.3,311.1,1454,40.3,191,0,1
5813,L52992,-1,301.4,311.1,1495,36.3,193,0,1
5814,L52993,-1,301.2,311.0,1761,29.1,195,0,1
5815,M20674,0,301.3,311.0,1402,47.5,197,0,1
5816,L52995,-1,301.2,311.0,1670,33.0,200,0,1
5817,L52996,-1,301.3,311.0,1582,35.6,202,0,1
5818,L52997,-1,301.3,311.0,1542,35.1,204,0,1
5819,L52998,-1,301.3,311.0,1539,36.9,206,0,1
5820,L52999,-1,301.3,311.0,1418,41.9,208,0,1
5821,L53000,-1,301.3,311.1,1723,27.6,210,0,1
5822,L53001,-1,301.3,311.1,1303,49.2,212,0,1
5823,M20682,0,301.3,311.0,1463,50.2,214,0,1
5824,L53003,-1,301.2,311.0,1544,39.3,217,0,1
5825,L53004,-1,301.2,311.0,1596,37.2,219,0,1
5826,L53005,-1,301.3,311.1,1413,42.0,221,0,1
5827,M20686,0,301.3,311.1,1492,41.2,223,0,1
5828,L53007,-1,301.3,311.1,1624,40.9,0,0,1
5829,L53008,-1,301.3,311.1,1504,39.1,2,0,1
5830,M20689,0,301.2,311.1,1574,34.3,4,0,1
5831,M20690,0,301.3,311.2,1438,42.4,7,0,1
5832,L53011,-1,301.3,311.3,1474,50.7,10,0,1
5833,L53012,-1,301.3,311.2,1675,32.1,12,0,1
5834,L53013,-1,301.3,311.2,1457,44.5,14,0,1
5835,L53014,-1,301.3,311.3,1434,49.8,16,0,1
5836,L53015,-1,301.3,311.2,1668,30.1,18,0,1
5837,L53016,-1,301.2,311.1,1550,39.7,20,0,1
5838,M20697,0,301.3,311.1,1834,25.4,22,0,1
5839,M20698,0,301.4,311.2,1476,36.5,25,0,1
5840,M20699,0,301.4,311.2,1541,36.3,28,0,1
5841,M20700,0,301.3,311.1,1581,30.9,31,0,1
5842,M20701,0,301.3,311.1,1678,30.7,34,0,1
5843,L53022,-1,301.4,311.2,1355,50.6,37,0,1
5844,L53023,-1,301.5,311.2,1700,28.8,39,0,1
5845,L53024,-1,301.4,311.1,1462,37.1,41,0,1
5846,M20705,0,301.4,311.2,1727,26.5,43,0,1
5847,L53026,-1,301.4,311.3,1674,33.3,46,0,1
5848,L53027,-1,301.4,311.3,1397,42.3,48,0,1
5849,L53028,-1,301.4,311.3,2323,15.9,50,0,1
5850,M20709,0,301.4,311.2,1434,47.6,52,0,1
5851,L53030,-1,301.3,311.1,1560,35.3,55,0,1
5852,L53031,-1,301.2,311.0,1573,32.8,57,0,1
5853,H35266,1,301.2,310.9,1798,22.3,59,0,1
5854,L53033,-1,301.2,311.0,1567,35.1,64,0,1
5855,L53034,-1,301.2,310.9,1416,53.3,66,0,1
5856,M20715,0,301.2,310.9,1424,45.2,68,0,1
5857,H35270,1,301.2,310.9,1598,35.9,71,0,1
5858,L53037,-1,301.3,310.9,1760,23.9,76,0,1
5859,L53038,-1,301.3,311.0,1348,44.5,78,0,1
5860,L53039,-1,301.3,311.0,1542,33.6,80,0,1
5861,L53040,-1,301.3,310.9,1566,33.1,82,0,1
5862,L53041,-1,301.3,311.0,1554,47.7,84,0,1
5863,L53042,-1,301.4,311.0,1470,40.6,86,0,1
5864,M20723,0,301.4,311.1,1758,25.4,88,0,1
5865,M20724,0,301.4,311.0,1486,36.5,91,0,1
5866,M20725,0,301.5,311.1,1402,40.0,94,0,1
5867,L53046,-1,301.5,311.1,1459,45.1,97,0,1
5868,L53047,-1,301.5,311.0,1494,45.3,99,0,1
5869,L53048,-1,301.5,311.1,1731,27.9,101,0,1
5870,L53049,-1,301.5,311.1,2076,18.7,103,0,1
5871,L53050,-1,301.5,311.1,2055,16.8,105,0,1
5872,L53051,-1,301.5,311.1,1469,49.5,107,0,1
5873,M20732,0,301.5,311.0,1504,42.6,109,0,1
5874,M20733,0,301.5,311.1,1396,43.5,112,0,1
5875,M20734,0,301.5,311.1,1660,33.8,115,0,1
5876,M20735,0,301.5,311.0,1577,39.7,118,0,1
5877,L53056,-1,301.5,311.1,1426,52.1,121,0,1
5878,L53057,-1,301.5,311.1,1458,41.4,123,0,1
5879,L53058,-1,301.4,311.0,1533,45.8,125,0,1
5880,L53059,-1,301.4,311.0,1701,28.4,127,0,1
5881,L53060,-1,301.5,311.1,1434,49.6,129,0,1
5882,L53061,-1,301.4,311.1,1952,22.7,131,0,1
5883,L53062,-1,301.4,311.1,1469,36.9,133,0,1
5884,L53063,-1,301.4,311.1,1800,26.0,135,0,1
5885,M20744,0,301.3,311.1,1438,43.0,137,0,1
5886,L53065,-1,301.3,311.1,1647,28.2,140,0,1
5887,L53066,-1,301.4,311.1,1494,41.9,142,0,1
5888,H35301,1,301.4,311.1,1445,41.4,144,0,1
5889,M20748,0,301.5,311.1,1507,38.6,149,0,1
5890,M20749,0,301.4,311.0,1234,55.8,152,0,1
5891,L53070,-1,301.4,311.0,1634,32.6,155,0,1
5892,L53071,-1,301.4,311.0,1334,53.3,157,0,1
5893,L53072,-1,301.4,311.1,1472,44.5,159,0,1
5894,M20753,0,301.3,311.0,1410,52.7,161,0,1
5895,L53074,-1,301.2,310.9,1597,37.9,164,0,1
5896,M20755,0,301.2,310.9,1460,46.7,166,0,1
5897,L53076,-1,301.1,310.8,1274,55.7,169,0,1
5898,M20757,0,301.0,310.7,1517,40.2,171,0,1
5899,L53078,-1,301.0,310.7,1300,57.2,174,0,1
5900,H35313,1,300.9,310.6,1686,27.7,176,0,1
5901,M20760,0,300.9,310.7,1485,41.0,181,0,1
5902,L53081,-1,301.0,310.7,1464,45.8,184,0,1
5903,L53082,-1,300.9,310.6,1598,35.4,186,0,1
5904,L53083,-1,300.9,310.5,1894,21.9,188,0,1
5905,M20764,0,300.8,310.5,1330,59.0,190,0,1
5906,H35319,1,300.8,310.5,1582,31.1,193,0,1
5907,L53086,-1,300.7,310.3,1533,35.6,198,0,1
5908,H35321,1,300.8,310.4,1419,46.4,200,0,1
5909,M20768,0,300.8,310.3,1526,36.3,205,0,1
5910,H35323,1,300.7,310.2,1364,65.3,208,1,3
5911,M20770,0,300.8,310.3,1458,43.4,0,0,1
5912,M20771,0,300.8,310.4,1288,64.0,3,0,1
5913,M20772,0,300.7,310.3,1659,29.8,6,0,1
5914,H35327,1,300.7,310.2,1479,52.3,9,0,1
5915,L53094,-1,300.7,310.3,1592,36.0,14,0,1
5916,M20775,0,300.6,310.2,1532,38.7,16,0,1
5917,L53096,-1,300.6,310.2,1555,41.9,19,0,1
5918,L53097,-1,300.6,310.2,1341,52.6,21,0,1
5919,L53098,-1,300.6,310.1,1541,42.0,23,0,1
5920,L53099,-1,300.6,310.3,1414,50.6,25,0,1
5921,L53100,-1,300.5,310.2,1764,25.9,27,0,1
5922,L53101,-1,300.5,310.3,1336,57.1,29,0,1
5923,L53102,-1,300.5,310.3,1435,43.3,31,0,1
5924,M20783,0,300.4,310.3,1537,35.0,33,0,1
5925,L53104,-1,300.3,310.2,1369,48.8,36,0,1
5926,M20785,0,300.2,310.1,1619,31.3,38,0,1
5927,L53106,-1,300.2,310.1,1440,51.1,41,0,1
5928,L53107,-1,300.2,310.1,1649,30.5,43,0,1
5929,M20788,0,300.2,310.1,1550,38.7,45,0,1
5930,L53109,-1,300.3,310.2,1471,45.2,48,0,1
5931,L53110,-1,300.3,310.3,1483,51.6,50,0,1
5932,L53111,-1,300.3,310.4,1336,54.4,52,0,1
5933,L53112,-1,300.5,310.5,1515,36.6,54,0,1
5934,L53113,-1,300.5,310.5,1373,47.4,56,0,1
5935,H35348,1,300.6,310.5,1454,51.2,58,0,1
5936,L53115,-1,300.5,310.5,1646,34.5,63,0,1
5937,M20796,0,300.5,310.4,1548,37.3,65,0,1
5938,M20797,0,300.6,310.5,1462,41.3,68,0,1
5939,L53118,-1,300.5,310.4,1702,33.1,71,0,1
5940,L53119,-1,300.5,310.5,1409,60.9,73,0,1
5941,M20800,0,300.6,310.6,1427,52.8,75,0,1
5942,L53121,-1,300.6,310.7,1438,48.5,78,1,1
5943,L53122,-1,300.7,310.7,1450,43.4,80,0,1
5944,L53123,-1,300.7,310.7,1541,41.3,82,0,1
5945,M20804,0,300.7,310.6,1484,38.0,84,0,1
5946,M20805,0,300.8,310.8,1415,44.5,87,0,1
5947,L53126,-1,300.7,310.8,1496,46.4,90,0,1
5948,M20807,0,300.7,310.8,1465,45.2,92,0,1
5949,L53128,-1,300.7,310.8,2113,18.5,95,0,1
5950,M20809,0,300.7,310.8,1506,44.0,97,0,1
5951,L53130,-1,300.7,310.8,1689,28.9,100,0,1
5952,L53131,-1,300.7,310.9,1650,29.4,102,0,1
5953,L53132,-1,300.7,310.8,1563,33.8,104,0,1
5954,M20813,0,300.7,310.9,1486,38.9,106,0,1
5955,L53134,-1,300.8,310.9,1732,25.7,109,0,1
5956,L53135,-1,300.7,310.8,1653,31.6,111,0,1
5957,L53136,-1,300.7,310.9,1535,37.1,113,0,1
5958,L53137,-1,300.7,310.9,1637,37.2,115,0,1
5959,L53138,-1,300.6,310.8,1533,38.5,117,0,1
5960,L53139,-1,300.6,310.8,1378,51.2,119,0,1
5961,L53140,-1,300.5,310.7,1606,33.5,121,0,1
5962,L53141,-1,300.3,310.7,1539,32.3,123,0,1
5963,L53142,-1,300.5,310.8,1728,26.3,125,0,1
5964,H35377,1,300.4,310.7,1656,36.3,127,0,1
5965,H35378,1,300.5,310.8,1631,30.5,132,0,1
5966,H35379,1,300.5,310.9,1447,46.5,137,0,1
5967,L53146,-1,300.4,310.8,1396,49.3,142,0,1
5968,L53147,-1,300.4,310.8,1390,52.5,144,0,1
5969,L53148,-1,300.4,310.8,1348,56.0,146,0,1
5970,M20829,0,300.4,310.8,1491,35.9,148,0,1
5971,L53150,-1,300.4,310.8,1520,37.6,151,0,1
5972,L53151,-1,300.5,310.8,1509,33.0,153,0,1
5973,L53152,-1,300.5,310.8,1445,46.6,155,0,1
5974,L53153,-1,300.5,310.8,1354,51.8,157,0,1
5975,L53154,-1,300.5,310.7,1488,39.4,159,0,1
5976,H35389,1,300.5,310.7,1654,28.6,161,0,1
5977,H35390,1,300.5,310.6,1378,51.5,166,0,1
5978,L53157,-1,300.6,310.7,1750,30.6,171,0,1
5979,L53158,-1,300.5,310.6,1448,46.3,173,0,1
5980,H35393,1,300.6,310.7,1501,45.3,175,0,1
5981,M20840,0,300.6,310.7,1654,32.0,180,0,1
5982,M20841,0,300.7,310.7,1347,46.5,183,0,1
5983,L53162,-1,300.7,310.8,1486,37.1,186,0,1
5984,H35397,1,300.8,310.8,1466,45.2,188,0,1
5985,H35398,1,300.7,310.8,1346,52.0,193,0,1
5986,L53165,-1,300.7,310.7,1314,42.4,198,0,1
5987,L53166,-1,300.6,310.7,1440,52.5,200,0,1
5988,L53167,-1,300.7,310.8,1608,39.5,202,0,1
5989,H35402,1,300.7,310.8,1296,58.2,204,0,1
5990,L53169,-1,300.7,310.7,1507,46.1,209,0,1
5991,M20850,0,300.7,310.7,1343,51.6,211,0,1
5992,L53171,-1,300.7,310.7,1416,40.4,214,0,1
5993,L53172,-1,300.7,310.6,1288,47.2,216,0,1
5994,M20853,0,300.7,310.6,1407,42.4,218,0,1
5995,L53174,-1,300.6,310.4,1608,39.2,221,0,1
5996,L53175,-1,300.6,310.3,1920,22.3,223,0,1
5997,M20856,0,300.5,310.2,1386,48.2,225,0,1
5998,M20857,0,300.5,310.2,1571,34.6,228,0,1
5999,M20858,0,300.4,310.2,1613,36.9,231,0,1
6000,M20859,0,300.4,310.2,1671,30.5,234,1,5
6001,H35414,1,300.4,310.2,1431,43.2,0,0,1
6002,M20861,0,300.4,310.2,1380,47.3,5,0,1
6003,L53182,-1,300.5,310.3,1683,31.5,8,0,1
6004,L53183,-1,300.4,310.2,1529,36.2,10,0,1
6005,L53184,-1,300.5,310.4,1761,26.5,12,0,1
6006,L53185,-1,300.6,310.5,1570,38.3,14,0,1
6007,M20866,0,300.6,310.5,2156,18.0,16,0,1
6008,M20867,0,300.7,310.6,1349,54.5,19,0,1
6009,L53188,-1,300.7,310.7,1431,39.3,22,0,1
6010,L53189,-1,300.6,310.6,1931,22.0,24,0,1
6011,H35424,1,300.7,310.7,1428,43.4,26,0,1
6012,L53191,-1,300.8,310.8,1564,36.2,31,0,1
6013,H35426,1,300.8,310.9,1425,44.0,33,0,1
6014,L53193,-1,300.7,310.8,1597,30.5,38,0,1
6015,H35428,1,300.8,310.8,1618,32.8,40,0,1
6016,M20875,0,300.8,310.8,1520,38.0,45,0,1
6017,L53196,-1,300.7,310.7,1425,45.3,48,0,1
6018,L53197,-1,300.8,310.9,1398,38.2,50,0,1
6019,M20878,0,300.8,310.9,1557,31.6,52,0,1
6020,L53199,-1,300.7,310.8,1519,43.9,55,0,1
6021,L53200,-1,300.7,310.8,1619,34.9,57,0,1
6022,L53201,-1,300.7,310.8,1814,21.4,59,0,1
6023,L53202,-1,300.7,310.9,1521,39.4,61,0,1
6024,M20883,0,300.7,310.9,1369,51.2,63,0,1
6025,L53204,-1,300.7,310.9,1356,65.3,66,1,3
6026,L53205,-1,300.7,311.0,1336,53.3,68,0,1
6027,L53206,-1,300.7,311.0,1403,48.3,70,0,1
6028,M20887,0,300.7,311.0,1413,44.3,72,0,1
6029,L53208,-1,300.6,310.9,1472,47.6,75,0,1
6030,M20889,0,300.7,310.8,1452,47.9,77,0,1
6031,L53210,-1,300.6,310.7,1397,53.7,80,0,1
6032,L53211,-1,300.6,310.7,1455,40.6,82,0,1
6033,L53212,-1,300.7,310.8,1754,27.7,84,0,1
6034,L53213,-1,300.6,310.9,1471,37.9,86,0,1
6035,M20894,0,300.6,310.8,1389,48.1,88,0,1
6036,M20895,0,300.6,310.9,1702,30.3,91,0,1
6037,M20896,0,300.6,311.0,1401,54.6,94,0,1
6038,L53217,-1,300.7,311.1,1426,46.2,97,0,1
6039,L53218,-1,300.7,311.0,1496,38.3,99,0,1
