Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
0,302.83300763305226,311.23300763305224,1352,53.43535267507608,98
0,300.3091757693499,309.20458788467494,1310,60.09371834711196,21
0,302.05713998553546,310.89284996383856,1348,59.31421966731476,206
-1,299.3170243321854,309.8457798201324,1376,52.447925813244936,217
0,300.32834360783215,309.9370061646993,1352,57.46534977253143,207
-1,297.96582441095893,308.19658244109587,1364,52.88632976438356,217
0,301.75982603112766,310.6,1314,63.658331182889484,79
0,302.25687012592806,310.65687012592804,1347,49.016536691414636,107
0,301.7930895395414,310.0172089255967,1277,65.8417316649502,104
-1,300.8402066342722,311.6349225121479,1271,60.87828779316273,193
0,303.1377403089002,311.3886818468585,1360,45.74529231020881,63
0,298.63047589836196,308.52194604276605,1328,70.92198849208432,175
0,300.7192606285689,310.60963031428446,2640,11.950840194808059,15
-1,301.23709188470735,310.1733254767239,1381,50.32724671840331,228
-1,298.4205367495371,308.46821469981484,1407,55.40939091087025,220
-1,301.87851787756136,310.8941412393349,1567,38.97851787756138,214
0,302.9432317162157,310.84077052211234,1359,50.59983918059336,61
-1,302.2,310.6,1347,48.4465617036306,160
0,299.5041613236832,310.39803136849395,1300,68.51597311271946,111
0,301.95583884936747,311.1135033096205,1635,33.14388575626656,224
0,300.25422446619103,309.9278000707689,1273,64.82986358378909,223
-1,298.68773411451326,309.57509364580534,1384,47.126030103858454,203
0,302.02265708051607,309.91894967270923,1280,58.0193623063845,146
0,299.87620081588256,310.3825418366422,1373,62.938100407941285,92
0,302.6880895254738,311.3978874024542,1315,62.550719427073616,40
-1,302.2122087211028,310.7902609013785,1375,47.87544316649059,163
0,301.6728365445654,310.4820684542703,1279,57.8613839115677,21
-1,301.0505925883049,311.0527672015862,1370,54.20316404995298,186
0,302.33446751101184,310.6478594195378,1309,56.13106497797627,41
0,298.5031883532215,309.04119158843775,1339,60.503607117475745,205
0,299.71979005816416,308.834150751677,1378,49.36041988367163,229
-1,301.4264250677837,311.21984670081787,1267,63.037937209974096,197
-1,302.51494457966885,310.2244547667308,1307,53.98505542033118,86
0,302.6322905674257,311.012603397198,1332,54.23541886514861,201
-1,303.22230536116075,311.22230536116075,1360,47.01227505625047,29
-1,301.25361985279284,309.70869422262547,1316,50.530446218995905,187
0,302.7061614236449,312.22962106773366,1270,68.77251181018067,167
0,302.35809792045245,310.30838041590954,1374,52.432956672723954,160
0,299.7315777463944,308.55552553515633,1330,61.0,184
-1,299.23379366948626,310.29365015641974,1270,64.15637690468341,193
-1,302.417081822005,310.7804272459649,1345,46.86868199022537,148
-1,299.72070223234937,310.37691865306704,1205,65.2343246310765,191
0,303.0291469744557,311.3157821335848,2668,11.057488184673414,59
0,301.08264759871594,309.88662700324306,1304,59.817027456284464,43
0,302.1114608351272,310.1076405567515,1378,48.364271970156786,165
0,302.14608595863876,310.70760744829846,1365,45.539140413612344,69
0,303.4936519429291,311.8936519429291,1361,52.43623984263527,91
-1,303.21099934230904,311.88974961634693,1522,36.120500767306126,213
-1,302.8943317339266,310.8131980807119,1351,49.23587114500553,33
0,300.5223630944376,310.9940568022179,1442,51.23833673332151,238
-1,298.02390286341415,308.841810381386,1472,42.53589355429885,219
-1,302.53826821313464,311.4629609278808,1443,59.725921855761555,167
-1,302.80997402851176,310.91795325132114,1312,52.39549095883045,40
-1,297.90942124552043,308.8306774115898,1385,50.276563613495675,202
0,302.4,310.60903130851057,1364,54.27693002393588,156
-1,298.6660991855188,308.1716886388641,1381,53.94264908890875,217
0,302.1329593145667,310.4980364014752,1283,61.521458237492915,144
0,301.9077211134745,310.2514992324054,1265,60.42406314621278,21
-1,297.437590732066,308.3237220058585,2194,15.050486486091193,116
-1,299.2911993972489,308.5911993972489,1383,53.31838071196336,218
-1,297.2897409159072,308.38745662455426,1288,62.063879249900936,197
0,300.8093745746784,310.41005408893466,1456,59.293953684148235,171
-1,302.2940108219291,310.47465223742785,1332,52.385239543281074,155
-1,298.2322506050459,308.44623614472476,1373,50.507527710550455,220
0,301.30211891834574,309.6730462460233,1363,59.8454318345704,51
-1,301.836292403767,310.7727154006278,1609,30.2141646720616,233
0,300.8443741454354,311.02926097519793,1236,65.11446415050129,178
-1,299.52483450302947,309.85723742684036,1429,49.619323684413935,229
-1,300.413606419254,311.71836148447596,1271,60.329332798082376,199
0,301.4227217015525,310.6344569388599,1364,48.08401993160701,215
-1,303.14777687915847,311.7031307412827,1314,62.80263100080076,42
0,301.79830012487434,310.0211752809673,1286,66.77464818932185,108
-1,299.1152042493951,308.68838578474595,1312,59.67705294043553,198
-1,299.97636624577865,309.18618407967483,1316,64.11945828561609,190
-1,302.2351811019031,310.52963779619375,1348,47.819511818598436,162
-1,299.19041645697206,308.4994675809429,1377,50.40106483811421,220
0,298.36019257690685,308.8,1327,57.429591366599716,205
0,298.4709019601403,308.2854509800701,1314,63.85643505033787,22
-1,301.53897763840234,311.80319488787666,1335,57.00319488787665,191
0,301.94411592784616,310.7216627659137,1528,36.46814988181613,210
-1,301.7148515550686,310.8069297841082,1441,44.448515550686004,211
-1,299.78620691291,310.15517244323803,1341,59.80114940020465,190
-1,302.8686438081809,311.84205731885754,1281,70.24761514875213,91
0,302.6264597111881,312.3264597111881,1460,52.55092454901124,252
0,301.17925278214744,311.3324483307115,1560,36.16506094311339,211
-1,302.63957076874635,310.8197853843732,1353,45.686770578921355,112
-1,303.68719061054657,312.08020367084475,1363,51.974673492546444,89
0,301.35341935666077,310.56591271411554,1675,30.455681214314072,217
-1,300.5877502710007,309.8123416220492,1508,47.91842054002391,230
0,301.75957202209537,311.87574321325724,1250,65.1477524101787,205
0,300.7955801518248,311.5626519089051,1556,34.65594859717781,210
0,298.7859814146408,308.8287228016298,1329,72.34292837723754,154
-1,299.02682548421643,309.0734252803358,1409,65.39962385317159,190
-1,302.8835544759153,310.93013268554915,1358,45.806948232369024,114
0,302.64035254224564,311.0403525422456,1289,65.05426441607085,118
-1,299.8724188486972,309.80743133351297,1453,44.26977527331531,209
-1,302.0318580516139,310.1079645129035,1360,45.37610646128957,173
-1,299.8310465842765,310.0599274073111,1457,46.28339182400314,208
-1,299.8390194315681,309.5314838971255,2846,5.086916156933849,171
-1,301.76024438368944,310.2314983953399,1267,60.41620587184567,195
-1,298.63869889332267,308.026872374213,1322,62.20213508042915,187
0,302.3356229391899,310.68626236486074,1376,48.8305075338229,164
0,303.10077245836254,311.5340542944717,1314,54.963473838768365,86
-1,297.5902549421829,308.91671670085543,1321,46.949325699350965,212
-1,302.0513049574669,311.42156594896034,1444,47.04017866824232,209
-1,300.5601747881027,309.71515293958987,1444,61.77608067402549,146
-1,302.4164307480323,311.43971689763885,1263,57.64848736850457,203
0,300.4250572697948,310.2148065685151,1670,30.544419705545355,233
-1,299.13930143669535,309.0766363513939,1375,51.43187557617858,222
-1,301.7409379106602,311.9144794031074,1264,64.19083223823942,209
0,302.60573902898415,311.0057390289841,1284,67.58105088415819,114
-1,302.4638137060305,310.87280609156915,1374,47.190790862646324,23
-1,299.6403111512501,310.0938472347657,1358,57.41386128671918,208
-1,299.8348189181867,310.2034911709108,1195,63.05034360544226,208
0,301.1259478292443,309.5629739146221,1342,62.4,111
-1,297.84038483767756,308.77653877274855,2582,12.561730613625716,118
0,302.442970383074,311.185940766148,1671,32.306271774320074,222
-1,302.3039344899611,310.3111803469883,1359,56.785508285945475,67
0,300.5970141009215,310.870141009215,1397,47.98580316981233,215
0,302.4834629574487,310.7842407021407,1354,56.641055936040985,101
0,302.42451590589195,310.1334307807618,1358,54.41947378388655,61
-1,301.7323773664895,309.9,1316,49.928151172698946,188
0,302.46125027431106,310.1952782044839,1359,54.10319221947692,60
-1,297.1975411475476,308.33333936921275,1288,62.05185319315839,197
-1,302.5050720963639,310.9,1339,49.199626842735036,151
-1,301.229748761141,309.97732951648857,1264,62.69068193404576,86
0,300.8377826591234,310.52499231871786,1411,53.14592755304112,233
-1,302.6329688802118,310.94798616898305,1371,47.07802074652546,24
0,302.64274871864745,310.74709428110015,1367,52.58767021852125,18
0,302.0397681960429,310.0397681960429,1377,48.29034770593564,170
-1,299.6449038339389,309.1700714918101,1344,57.49251233712549,202
-1,302.4501870325816,310.54869077192876,1338,48.35841646617209,148
-1,302.16818545234,310.31590727382996,1340,59.96594724957008,108
-1,300.25203286105005,309.3973503723963,2827,5.7426678837425955,214
-1,302.2733915663634,310.4532168672732,1346,52.96767169407323,107
-1,302.64127142755973,310.55872857244026,1263,67.59025509842772,195
-1,301.5170326970473,309.82158544159165,1316,49.62731646726647,187
0,300.9308771204441,310.0027657037384,1326,67.83224025840887,159
0,298.2044121232552,307.6524393217238,1604,35.572847298753125,225
-1,298.9858478205018,309.6443379370479,1398,55.483019766907795,217
0,301.86973533240604,310.993535797303,1706,30.13809976755151,217
-1,301.99504101805496,311.10281575745825,1453,59.34383267896175,152
0,301.99007964603453,311.4606082490672,1418,49.466545986080604,216
0,300.6280016800938,309.6093960521323,2424,13.60018647630306,183
0,302.2,310.6,1353,51.20455506562869,127
-1,302.26650848696477,310.5605054007957,1311,54.721959879802995,40
-1,303.14721177033607,311.524981186605,1314,59.00535069858731,41
-1,302.4,310.7964722128621,1355,50.60345874049808,151
0,302.5798461790502,310.89443358476376,1373,48.123608396190946,68
0,300.456430106467,311.8,1536,36.37294617508501,211
-1,298.81674741067786,310.1709342633473,1370,53.43349482135568,227
-1,303.49638860337507,311.99638860337507,1366,54.478331620250366,29
-1,298.4255558776967,309.1362229309328,1365,51.28288766475247,221
-1,303.1562385522048,311.4821232323511,1374,43.65456077427348,25
-1,298.9852865157247,309.30855931853586,1272,67.4294269685506,187
0,298.4644781007851,308.81862899104203,1396,50.22548403583174,211
0,300.56665486100576,310.2833274305029,1651,30.5,219
0,298.8542707243604,308.7,1432,61.69939559359294,125
0,302.57195584132654,310.9719558413265,1329,50.92766516989689,107
-1,303.32149064328837,311.37521725150935,1351,48.78770058522807,31
-1,298.4077616288898,308.2539709320016,2568,12.753835755666534,115
0,303.2207153960334,311.4207153960334,1373,47.5378538118997,61
0,302.1387468455392,310.70812026830873,2799,6.646867113847863,183
0,302.3854713990254,310.38717160584747,1375,51.67186974444902,161
0,299.2977540923537,309.9335401600299,2820,5.971237152863496,101
0,300.53589412095215,311.0712847032383,1296,61.211461168318046,201
0,299.773227353528,308.8677620938743,1373,59.413645334556946,27
0,302.04735265073595,311.21928904626265,2736,8.775416255209276,9
-1,301.4180121354304,310.81200809028695,1284,62.681054609436806,182
-1,302.8424952233904,311.0411089881735,1368,46.93833651773974,26
-1,300.32852800617326,310.84294398765354,2609,12.328603995370068,37
-1,300.23124860502867,311.62656106627946,1272,59.3312510849777,198
-1,299.103347208988,309.4182015146139,1374,52.04309744720378,223
-1,302.27235706952894,310.6542678021467,1344,49.051213625760326,159
-1,302.46988300763286,311.10574471486217,1333,64.91355333093502,49
-1,302.04078501343554,310.4244710080613,1357,57.43716681458985,108
0,301.413963589165,311.00846607172195,1268,67.41291890314021,228
0,300.66758216554314,310.6517856398196,1240,66.05343520583895,207
-1,302.00237586372447,311.11719767394516,1529,36.98874198536608,207
0,303.05913035975124,311.04504339572634,1363,47.39026123721896,26
1,303.3488088244033,311.90313770156746,1367,54.80552005276096,109
-1,301.8679341019885,311.1119560679923,1273,64.70570345894825,182
0,299.3449264618784,309.6810556704025,1296,64.38651087819014,13
-1,301.5147487859328,310.8775011036975,1356,57.807750110369746,194
-1,297.6924690804219,308.10940107848637,1316,59.40252706784099,198
-1,302.6,310.4,1363,64.6388809496283,77
-1,301.7603848084054,310.9498291599139,1410,58.34393099482679,208
0,298.87283963334767,308.33203911237507,1223,65.9902425085546,84
-1,301.18235920053723,311.0822303151108,1370,57.53165033069186,91
-1,302.2986407569762,310.25067962151184,1348,61.28504832673876,106
0,302.53843549385783,311.39296073539174,1365,57.80983374917032,91
-1,301.7487944765644,310.2487944765644,1311,57.54028412012267,40
0,302.84639643131067,311.3572930289066,1351,46.28805220005783,191
0,303.37317919233794,311.84122543463656,1309,54.36299420942059,84
0,298.24496069890574,308.5221443960466,1331,72.19865618637486,152
-1,300.0223262726127,310.0074420908709,1302,60.82212911407869,10
-1,299.88258568833936,309.5688653985123,1407,63.37282336972255,189
-1,302.410999665788,310.39599910876797,1324,52.441000779828016,141
0,298.6701786509127,309.47397234538226,1327,63.514646571209106,204
0,302.5489310254624,310.81944333300174,1293,59.96623640938907,129
0,302.23671480979687,310.56570036685775,1360,57.12415520375169,110
0,301.6116564147682,310.41165641476823,1382,49.55105165705301,235
0,297.42270260321567,307.95684696291505,1612,35.543153037084956,218
-1,298.78984989620244,309.24353395432905,1323,44.63657898546833,207
0,302.39649460805225,311.8844327820457,1419,54.483867002774716,212
0,300.66692070085725,310.762348085427,1366,63.579876444576186,209
-1,302.0980239199367,310.35098804003167,1338,59.22925115933502,109
0,300.0293535242499,310.1563191630499,1399,44.63363425127462,221
-1,300.48617679132144,311.2829392520712,1270,66.3526736796817,206
-1,301.10527751373434,309.8841260561923,1333,58.47596989860288,186
0,302.62166628785127,310.49196577311295,1262,67.93457330035805,196
0,300.0967067283598,311.49670672835975,1374,49.255288477601454,220
-1,298.58407016886116,309.1471716208533,1287,62.23270480463406,192
0,302.51340539003206,310.6536215601282,1336,54.57502808778795,108
0,300.69289754323506,310.32074176500385,1364,64.9306722482235,208
-1,300.9612051391938,310.06605449679455,1444,61.38758252140602,151
-1,298.6128136272428,309.48303006010764,1373,55.99783567135169,201
0,301.2645419734106,310.82488204592715,1334,59.734371937152325,185
0,301.3825803083692,310.54884242549866,1306,66.28599695776299,73
0,302.3711062983342,310.3311496133261,1358,51.53726762342963,62
-1,303.2482504972176,311.48624917130394,1495,46.02587475139119,235
-1,304.0701411806216,313.4018583747926,1509,35.881737997953714,206
0,301.142933794198,310.1025570796226,1327,65.3873515492469,159
0,302.48471888970926,310.5388755588371,1338,56.55439661006014,108
0,301.84402188291136,310.8432143801989,1315,63.310380305379766,38
-1,302.4702745344498,310.80270590083734,1331,52.3891763966507,155
0,303.31616453817765,312.0620277992618,2663,11.229698722906567,42
-1,300.4208272205101,310.3614528754554,1340,59.05937434505465,202
0,298.16427998211526,308.1321399910576,1314,64.48405191160788,22
-1,296.5447106361365,307.58812382697744,2838,5.397405109408872,199
0,301.1449222336054,310.23930695440475,1573,38.45256861936394,216
-1,302.5109403059093,310.83320522943194,1334,51.19846275318357,155
-1,298.54348071108103,309.71522106662155,2237,15.94566319986469,184
-1,297.06082737267,308.25309432743677,1288,62.03402096165261,198
1,302.91389612821047,311.51389612821043,1368,51.327812303772966,121
-1,300.89199416154787,310.5139737269654,1402,59.728093415234206,189
-1,299.9519275587717,309.09155035214667,1309,59.43248586846744,192
0,302.0133977418915,310.47857577057016,1333,53.09728397883227,111
-1,302.2767794659826,310.56704147835256,1311,54.67340616080957,40
0,299.8948799210138,309.4275803371203,1261,63.93641672895922,95
0,303.5915949433024,312.1831898866048,1370,54.45431235057486,112
0,297.2186706322045,307.91244708813633,1326,75.18839950168197,170
-1,302.16566002909826,311.1240623375362,1337,66.15260606207778,194
0,300.4113044285639,309.8334783214229,1397,45.45652214281943,211
0,301.75787147007435,310.2514413067327,1335,55.056318729430195,111
0,303.3944665963065,311.82318875989523,1371,54.49723329815324,113
-1,299.0895066722936,309.9895066722936,1367,56.23704003376173,202
0,302.4607049235008,310.62493446450605,1352,58.21136027844034,102
0,302.65411497401453,311.57323373484184,2710,9.634996213187296,2
-1,300.34735818620754,310.4078930310346,1320,50.766875197928925,221
-1,300.1212991984719,311.46119093193255,1373,57.62671252543794,213
0,300.8713750824716,310.0129414139817,2342,14.567449159473545,208
-1,297.61739514246585,308.77411198038607,2871,4.279052779078499,122
0,298.2338488221568,308.5158476658889,1331,72.19569301924182,152
-1,302.6,310.4,1363,64.36285739109097,76
-1,299.7729823312669,309.6979610346398,1434,40.862617131449056,214
0,302.8685571406207,310.89824856561364,2671,10.961134284372385,68
0,299.845732476224,309.28935726408145,1895,22.595784623267004,220
-1,298.3805557004346,308.6835556482782,1387,57.725333472417226,198
0,301.17634450489555,310.5034157076102,1669,30.466097382064966,217
-1,297.69374064114675,308.10625935885326,2564,12.8,126
0,300.8380124264103,310.61928637823786,1412,61.11498083853792,123
0,299.74438117411074,311.1443811741107,1375,51.6041255059284,217
-1,296.8049108142698,307.92638405855075,2849,5.033124860022218,174
0,299.41088622314714,309.1116999532233,1413,51.44699807865488,217
0,298.6380942276649,309.54603140922165,1384,46.3,203
-1,299.2412831441534,309.47637534209804,1484,39.11903764188493,213
-1,303.2339203702877,311.6339203702877,1340,51.32220518581347,94
0,301.45093214195697,311.69325663226726,1390,63.67912538384259,132
-1,299.68319694274084,310.308446591092,1519,36.09445906419684,212
0,302.5407164298467,310.9407164298467,1329,53.52053632272286,102
0,301.7816067124287,311.00896402745724,1636,32.80413308923597,223
-1,303.0014018724639,311.0204757913045,1307,53.49859812753615,86
0,299.37606262294594,309.28042890898695,1938,22.447874754108096,201
-1,297.60341542094056,308.1017077104703,1312,61.09943076317658,194
-1,300.6887000988844,310.5673928924587,2640,12.186521421508255,18
0,298.34882264355014,309.09529057420065,2647,11.394505669900743,93
-1,300.246344149369,311.4787025892008,1368,57.52797141907457,192
-1,299.55318020162815,308.83965799396196,1266,67.2413680241522,77
0,301.8797937152023,310.6,1329,68.41140800855527,84
0,299.9654450144625,310.4568300447022,1548,34.838219942150104,206
-1,302.3318980116249,310.33620397675014,1349,46.22368280818887,165
0,299.30358734066675,309.6607174681333,1389,46.139282531866655,205
0,299.4001210188937,308.70946496748945,1543,37.099515924425404,203
-1,301.6413807270929,311.72758609791595,1336,57.82068878332746,188
-1,302.83849807828585,310.6846641043811,1350,43.2542298220014,15
-1,302.4,310.77371249380553,1357,51.59350651945889,152
0,302.44398693109895,310.1599821787713,1358,54.27609623463492,61
0,302.47412193472826,311.24864580622165,1378,51.32166710045374,60
0,297.93710723342616,308.339343309316,2700,9.955137161374171,104
-1,298.4159461778119,308.83380222901985,1478,41.44706847084165,224
-1,303.0645183960644,311.1561331129159,1244,58.176714343900095,218
0,299.77149872025313,311.2000613802215,1704,28.428746800632847,218
-1,302.33509034003845,311.3705449516619,1279,69.9498178642075,89
-1,301.797571426946,310.72770408105214,1619,29.21688775684357,232
-1,302.41913087712516,310.2318847952086,1350,45.28812029173069,168
-1,302.88145006060574,311.27277004738266,1336,57.11961995371925,186
-1,299.90434051748036,310.1234724139843,1395,57.56173620699215,193
-1,303.26015243042065,311.6202413481661,1363,53.780457291262,31
-1,300.7637192277657,310.64778942082427,1363,59.34937558308032,206
-1,303.19897159462664,311.61814887032796,1314,60.01984325468234,41
-1,302.16212404366473,310.7310620218324,1330,63.488581148536944,90
0,302.0896128096727,310.9959605370949,1351,60.3,206
0,297.95811959541544,309.1869164251267,1400,65.0204466787744,62
-1,302.9447309561102,311.9921150731496,1485,46.17763452194489,244
-1,297.60510148500015,308.41139452694443,1370,50.577210946111094,220
-1,302.0295432845594,310.5619291056992,1372,50.11309476414714,157
-1,298.8043375913754,309.3724501218338,1403,54.41258313027695,219
0,299.9138757600094,310.2905903352511,1292,61.132535931431256,205
-1,302.35430581088826,310.1271529054442,1323,52.129788985673045,137
-1,302.6998784980557,310.50006867501196,1263,67.79954568838224,197
0,303.0,311.00460791961535,1359,44.665399881148105,115
-1,301.8300538630617,310.2,1331,58.283077642758215,48
0,301.9192036606821,310.6,1330,67.6878261175982,85
-1,303.3890496932848,311.8812280456311,1376,41.69229544231386,33
0,301.4793694450571,310.6801576387357,1367,63.90503773306421,91
0,302.4717462344257,311.4668519700817,2718,9.376640498769778,4
-1,299.0860110853487,309.69533702844956,1297,64.43734608712592,11
-1,300.67872639986143,310.03469883069465,1403,60.97611027666728,189
0,302.4216334086756,310.30448878843254,1333,50.234289240486035,144
-1,304.24367508960415,313.62384171031994,1509,35.156324910395846,205
0,298.7108274953346,308.8714863805964,1340,59.4998651119417,206
0,300.83990877572364,309.683459652024,1374,54.299849104618914,25
0,298.98699251560157,309.8706814189263,1287,61.867377806649394,215
-1,302.1214685608672,310.5328811365203,1366,53.07310507737675,153
-1,301.33936420967945,309.9,1314,55.531514869139194,189
0,299.60442192496294,309.5523661706506,2070,17.656477679275355,152
-1,303.2134307557279,311.2470076450478,1363,46.35751572893753,29
0,302.2608677814124,310.6380423633828,1356,51.71303723494342,125
-1,298.09776059834934,308.6496640897524,1325,48.989698752406795,207
0,300.5373904882771,310.26869524413854,1655,30.5,222
0,300.81214019236666,310.8502878461067,1298,60.530054192162275,200
-1,300.96565967182124,311.04943356539945,1368,56.24169813525559,205
0,302.07248484177,310.49070129294574,1345,48.85712561259034,109
-1,301.80995723441936,310.5723811831445,1324,45.059394012818714,207
0,302.9228169321677,311.11638500984833,1340,51.643192231935835,174
0,300.4502807878804,309.87336248928415,1349,59.696444190687934,204
0,303.5648114674183,311.9671573695904,1309,53.04544593467116,86
0,301.6200166350731,310.5847249637603,1418,50.34704169918945,225
0,301.54101085124705,309.7705054256235,1343,62.4,109
0,302.928635944408,310.96431797220396,1358,44.85119700727738,115
0,303.1618988902189,311.2851760514516,1370,48.42015344600256,60
-1,298.28649874269115,308.92074909801755,1372,56.63625013666401,203
0,302.11624205134734,311.92787850103645,1455,53.46966564120519,250
0,300.4570693550267,310.014241613016,1352,57.67131096804267,207
0,303.1321179724588,311.5835067283928,2666,11.11927078347527,53
0,302.17947975457406,310.49258186771806,1284,68.83930633943206,106
0,299.13071099008,310.53071099007997,1371,53.20677319886762,227
-1,302.6491564866231,310.5508435133769,1263,67.61841602365388,195
0,302.33895542466394,310.36104457533605,1314,56.05331833553483,86
0,301.9890302557113,310.4890302557113,1370,44.79491079439133,83
-1,301.02580953352185,311.1017328749163,1290,67.80889199032666,4
0,302.4842282177192,310.97895495045105,1363,45.10536930631526,66
0,301.8005213431498,312.1620288912261,1405,52.086608016828194,234
0,301.09419957561727,311.4122583156507,1323,66.09675159143535,16
0,301.4684973256903,309.755868402474,1333,62.03774750218689,181
0,302.8642647692715,311.6280357912582,1288,66.8764079343042,97
0,302.39379481612895,310.82034611209673,1328,57.48412851129071,94
0,298.34534808247867,308.4961088041256,1258,69.25313047422749,113
-1,302.04335736427134,310.66412633070513,1325,45.260487467897995,207
0,301.92010607173836,309.92010607173836,1374,48.46984089239245,178
-1,299.9443292192349,310.4397925946228,1340,59.55869519717317,190
-1,299.8121853429429,308.96415682864404,1514,32.51917465008082,210
0,300.8355765225268,310.93221173873656,1377,60.681073091179734,141
-1,302.8349626949046,310.7481207734802,1307,53.66503730509542,86
0,299.98764069918104,309.63695849389705,1415,51.00413303455741,217
1,299.29150123555917,308.61386277995587,1611,35.596691042457316,225
0,301.18365165690767,310.0776691401241,1374,52.43548078845119,32
0,298.59576185472054,309.50851138498786,2139,15.683012324453234,106
0,303.4,311.5532410446058,1300,52.62083059854766,47
-1,299.1099469613007,310.3450265193497,1357,48.99005303869933,232
-1,300.4009287714841,311.2616717886713,1337,58.85857588372444,189
0,300.6693796505746,309.8232071942528,1578,38.10780024666663,217
0,301.9465679417701,310.4338675940146,1373,48.00846689850366,72
0,303.0503029404243,311.48694941106265,1315,55.17208117957974,86
-1,301.25439276821874,310.7005857024292,1380,51.16987510374482,230
0,297.53457077993403,308.4649863053826,1339,59.71839267667558,206
-1,302.17287339982795,310.7979411218364,1265,65.82900488631316,197
-1,301.5547258589349,311.287447977251,1489,47.15077507621978,243
-1,302.2789020539934,310.627341232396,1363,54.04919273475926,154
0,301.00286929896043,309.56905774913366,1340,61.689957453638435,112
0,302.0099433608728,310.49737256196374,1291,63.70582126734465,103
-1,301.948117496804,310.448117496804,1368,45.878651341086304,83
-1,300.6228528145229,309.9933633432239,1487,43.50435431862306,228
0,301.89722795356914,310.24376289553055,1288,65.34019467324772,106
0,303.0937830261943,311.29378302619426,1373,47.91865092141715,63
1,302.7767314729671,311.3767314729671,1367,50.673642409535425,123
0,301.8921262503425,311.2542703849316,1282,63.735675962328955,178
0,297.96867399625165,308.6820994264295,1478,58.54922657731886,177
-1,298.8628474201765,308.9482203623897,1331,54.3411018119485,206
0,301.171651291184,310.1996647030615,1559,38.57979882183693,210
0,303.34734759266445,312.5911526643421,1364,60.68849129019738,205
-1,299.7037269200535,308.87238431696835,1513,32.41697344389657,210
0,302.03804693717143,310.8451173429286,1347,58.875079554942644,206
-1,300.8700302781679,310.0915804776622,1341,64.3010027872996,192
0,299.82474298888616,309.52385433256404,1586,37.29466806206726,226
-1,302.0524402054447,310.5905502568059,1372,49.83260748330211,157
0,300.05743037545386,309.3207946530299,1245,65.52868919212466,107
0,302.1966015937045,310.50084960157386,1366,65.7578874504033,84
-1,302.6,310.4,1363,64.0132766977783,76
0,302.2082376111714,311.2953068614427,1372,51.65776175298454,208
0,301.9047432720611,309.9047432720611,1374,48.49288509190826,179
-1,299.3840421752732,310.6164850156418,1376,53.620738067280996,215
-1,301.7355431451433,311.3058578671856,1368,56.27227411637584,90
0,298.6683102564587,308.9112229678505,1420,60.7456698308866,119
0,301.01267408434444,310.56203468620356,1659,31.586104058610648,232
-1,302.38237468609987,310.2352506278002,1350,45.39081767935184,167
-1,302.5924226089466,310.6075773910534,1264,67.41579503195219,194
0,303.08030976881753,311.2803097688175,1373,47.95907069354737,63
0,301.3948229908839,311.6279588217271,1266,68.66716042289204,218
-1,300.17188281575636,311.15623436848733,2588,12.446087888182753,55
-1,298.3082196954859,308.4616439390972,2557,12.880821969548592,148
-1,299.6658012610246,311.04365115593924,1375,55.27330651529389,214
0,300.38246315059365,310.0439883054456,1293,68.39519064435649,111
0,301.2381663580015,311.0795562512893,1425,43.35307008261278,217
0,300.2224686740446,309.9766527440198,1784,28.18396658564758,209
-1,299.3438229004478,309.10033027959577,1413,56.431798980939,214
0,302.56409344276744,310.24103606540865,2676,10.866683606289065,81
-1,301.54438594225945,310.3932631307113,1267,56.985733316117155,196
-1,302.25028681462356,310.83785851827946,1376,47.40898652086119,164
-1,300.5035420272716,310.3014168109086,1380,55.115584919994895,203
-1,303.4868562145306,311.89251340380406,1309,52.63411210414684,85
-1,303.1340644674656,311.80984946416794,1400,52.72421500329767,209
-1,302.05907395686745,310.67953697843376,1330,65.49805784108484,88
0,302.1475279728273,310.44950559456544,1370,48.729664326072495,148
0,302.30792069587403,310.83118794243575,1337,66.58712765461448,192
-1,298.7865691500409,309.7845028654318,2571,12.65154971345682,95
0,302.62676873459253,310.45275136492177,1361,52.760653597193595,60
0,300.92233584839823,310.42233584839823,1364,64.03546486223486,208
0,302.7,310.5252413812977,1350,44.17268984197966,8
0,301.9536447809925,310.6341119524812,1342,56.93382996282671,204
0,300.8459414186642,310.45057979733366,2640,11.969372387557186,28
0,301.9351355934655,310.4351355934655,1371,46.735118635242266,77
-1,301.8854063804695,310.2,1331,57.04159975232693,48
0,300.660055322311,311.019834033067,1568,36.2206638677321,220
-1,300.8999777177871,310.30415088343256,1352,58.64586025767389,193
0,303.2,311.43678471811427,1345,55.41852759702832,5
0,300.95447429364935,310.2,2703,9.910526645215882,109
0,302.74996593852717,310.689938689349,1347,51.89952313938087,5
0,302.4584946920296,311.7440141545877,1291,68.18666454708205,136
-1,301.6288106636018,310.87806682461115,1245,65.65762132720363,184
-1,301.1974919296433,311.8648534159033,1370,58.72928322023004,210
0,302.38964280914007,311.77202592864154,1420,45.30881809628596,210
-1,300.01777987914306,310.91942412713087,1521,37.243678715317564,212
-1,303.1154799759254,311.6154799759254,1314,61.46950493078541,41
-1,300.95460182644626,310.7524187722682,1270,57.72106179614331,196
-1,300.48509943299405,309.71371697551956,1521,34.59903160696567,207
-1,303.1088324082109,311.23589833477956,1242,57.0068244232325,220
0,303.57115046895063,312.21153981241974,1372,54.99812352848168,112
