Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
0,297.5,308.6,1842,27.0,133
-1,302.4,311.8,1727,26.5,213
0,301.5,310.0,1417,44.6,49
0,301.4,310.6,1459,35.0,87
-1,300.4,309.7,1685,31.3,152
0,298.8,308.4,1604,29.5,14
-1,299.7,309.2,1422,40.4,140
-1,299.8,311.1,1466,46.1,58
-1,298.1,307.8,1565,35.3,119
-1,297.2,308.5,1588,40.4,190
0,298.7,310.1,1644,34.1,46
0,299.9,310.5,1576,39.4,183
-1,302.4,311.1,1565,42.8,163
-1,297.2,308.6,1437,52.4,37
-1,303.7,312.6,1396,44.1,136
0,301.7,309.9,1434,47.9,189
-1,298.0,308.2,1357,48.2,7
-1,301.1,311.2,1555,35.3,172
-1,299.2,310.4,1570,37.3,37
-1,300.0,310.1,1465,40.9,60
0,298.0,308.0,1620,29.4,75
0,301.3,310.0,2068,17.8,176
-1,298.8,308.6,1593,35.5,175
-1,298.1,308.4,1436,46.7,103
-1,301.1,311.1,1889,23.8,170
-1,300.1,309.3,1712,28.5,141
-1,297.7,308.1,1697,29.1,179
-1,300.3,311.1,1606,30.9,156
-1,300.2,309.8,1430,55.0,102
0,304.2,313.5,1437,47.2,102
-1,300.2,310.4,1518,41.8,5
-1,298.9,309.9,1517,36.6,117
1,298.5,309.4,1671,31.8,108
0,300.8,310.7,1886,21.1,44
-1,300.6,311.7,1744,26.9,111
1,298.0,308.0,1520,39.6,51
-1,303.0,311.2,1494,37.0,67
-1,300.0,311.4,1483,45.6,187
1,301.2,312.4,1395,47.8,90
1,300.5,309.4,1642,36.2,103
-1,300.8,310.6,1416,42.2,225
0,297.5,308.7,1363,53.6,194
-1,301.9,310.6,1462,38.8,22
-1,300.5,309.3,1465,46.0,89
-1,299.1,310.4,1594,33.3,147
-1,302.3,311.3,1652,32.8,108
-1,301.6,310.1,1362,55.8,70
-1,299.0,310.1,1699,32.9,87
1,300.5,311.7,1454,50.3,175
-1,300.0,311.2,1351,44.1,206
-1,299.0,309.0,1469,40.1,13
-1,295.9,306.4,1892,21.7,72
-1,298.9,310.1,1401,44.4,76
-1,300.5,311.4,1642,27.1,37
0,302.8,310.8,1451,44.7,32
-1,302.4,310.2,1346,62.4,106
-1,303.1,311.2,1628,35.2,23
0,299.1,308.9,1397,52.4,112
-1,298.9,309.9,1592,32.0,60
-1,300.8,311.2,1397,48.7,111
-1,299.0,308.6,1946,22.3,102
1,302.3,311.5,1526,38.2,47
-1,299.2,308.4,1445,43.5,224
-1,297.4,308.5,1569,34.2,72
1,300.7,310.6,1631,32.6,43
-1,303.8,312.9,1514,34.3,180
0,298.0,308.6,1254,55.8,65
-1,303.4,311.6,1497,42.8,58
-1,297.7,308.4,1510,38.6,72
0,300.8,312.0,1422,50.7,219
-1,300.5,309.8,1507,42.5,117
-1,301.7,310.6,1545,42.1,68
1,300.5,310.0,1495,47.4,184
0,299.7,311.1,1649,32.7,185
-1,302.3,311.7,1465,43.5,117
-1,296.9,308.0,1514,41.0,120
-1,297.3,308.0,1527,35.1,165
0,301.1,311.2,1591,35.0,208
0,296.8,307.9,1409,44.3,145
0,302.1,310.8,1409,41.3,39
1,302.6,310.2,1873,21.3,87
-1,301.0,310.9,1809,25.7,192
-1,301.7,311.0,1527,42.2,144
1,302.3,311.7,1482,39.0,127
0,300.8,310.8,1520,38.0,45
-1,297.4,308.8,1529,41.3,165
-1,300.7,310.3,1533,35.6,198
0,299.6,309.2,1867,23.4,225
-1,300.5,309.7,1589,30.5,198
0,296.6,307.5,1734,27.0,50
-1,301.4,310.4,1301,51.2,112
-1,297.7,309.1,1479,42.1,58
-1,300.3,311.7,1635,31.8,156
-1,303.9,312.6,1426,53.4,172
0,301.4,310.5,1451,45.3,183
-1,298.6,309.7,1627,33.4,99
0,301.8,309.5,1732,30.1,220
-1,299.9,309.4,1467,41.2,20
-1,302.5,311.5,1603,32.4,194
0,300.5,311.1,1296,61.3,202
-1,297.3,308.6,1358,47.6,110
-1,298.6,309.6,1563,35.0,21
-1,300.0,309.9,1507,41.4,74
0,298.4,310.1,1335,57.8,96
-1,299.1,308.6,1555,36.6,104
-1,301.1,310.8,1724,27.5,101
-1,301.5,310.7,1686,27.9,135
0,302.3,311.0,1541,36.6,143
0,296.9,307.5,1556,31.2,116
-1,300.0,309.4,1395,44.5,181
0,297.5,308.6,1440,38.8,29
1,302.3,311.1,1455,40.3,145
1,299.5,309.1,1548,44.3,40
0,298.6,309.1,1587,37.3,203
0,298.3,309.0,1526,36.9,20
-1,301.5,310.6,1962,20.2,124
0,300.8,310.2,1304,52.5,157
-1,300.4,309.6,1553,43.9,75
1,302.0,310.6,1346,54.7,196
0,300.5,309.9,1994,19.8,189
-1,298.0,307.5,1792,27.9,217
0,302.3,311.4,1500,40.2,30
-1,302.4,310.1,1401,48.8,177
1,300.7,309.5,2007,19.7,2
-1,299.5,310.7,1589,33.5,5
0,300.5,312.0,1985,19.3,143
0,302.3,311.7,1535,38.3,5
0,298.5,309.3,1465,42.4,173
-1,299.0,308.9,1615,30.6,14
0,298.3,309.4,1595,29.0,103
0,299.2,308.4,1538,38.0,98
-1,303.6,312.7,1429,47.7,198
-1,301.0,310.7,1464,45.8,184
-1,299.7,309.0,1605,33.0,151
0,301.5,311.1,1402,40.0,94
-1,299.6,309.0,1413,48.5,153
0,301.6,310.8,1548,34.2,143
-1,301.4,310.6,1481,37.6,77
1,301.6,310.4,1369,45.4,156
-1,298.4,309.3,1504,39.3,192
-1,299.9,311.3,1371,52.3,167
-1,300.7,311.7,1635,32.4,213
-1,300.3,310.0,1560,40.8,182
1,300.0,309.4,1498,38.5,37
0,299.0,309.0,1804,26.8,17
-1,300.7,310.6,1288,47.2,216
-1,299.9,309.3,1471,41.8,109
-1,302.2,311.5,1744,31.2,172
0,302.2,311.5,1562,38.0,162
-1,298.5,309.3,1590,33.9,107
-1,304.1,313.3,1470,39.9,70
0,302.2,311.6,1379,42.9,13
-1,303.0,311.0,1359,44.2,115
-1,298.7,308.5,1444,54.2,62
-1,299.9,311.3,1429,58.2,103
-1,298.9,308.7,1438,51.7,64
0,300.2,310.4,1202,61.7,74
-1,300.0,311.4,1484,37.0,183
0,300.7,309.6,1525,36.5,71
0,297.7,309.5,2027,19.8,39
-1,302.9,312.4,2030,19.1,192
1,301.8,311.1,1463,50.1,149
0,300.6,309.4,1541,35.2,105
0,298.0,308.2,1395,49.1,206
0,300.7,310.8,1506,44.0,97
0,303.4,311.8,1515,42.6,204
-1,298.0,308.9,1406,40.9,77
0,301.6,310.6,1924,23.6,181
0,301.0,311.5,1530,43.9,165
-1,298.7,309.9,1372,54.7,44
1,301.5,310.5,1587,33.8,57
-1,297.9,309.0,1456,46.5,52
-1,299.8,309.6,1598,31.0,139
-1,302.6,311.9,1633,30.9,89
-1,298.5,308.3,1504,38.0,20
-1,295.7,306.2,1397,52.0,101
-1,295.8,306.5,1358,49.2,63
-1,299.0,310.1,1362,59.5,46
-1,302.3,311.7,1281,48.8,0
0,297.6,308.4,1398,48.9,63
0,298.6,309.1,1487,43.2,206
-1,302.9,312.3,1889,22.8,148
-1,299.6,310.9,1472,40.9,137
-1,300.4,310.1,1503,42.2,196
-1,300.6,311.7,1448,49.1,206
0,298.2,309.4,1693,34.4,73
1,297.9,307.5,1880,23.3,146
0,297.2,308.5,1611,31.6,197
0,299.1,310.2,1456,48.4,101
-1,298.0,309.2,1665,36.6,22
-1,301.8,310.6,1451,50.7,108
0,301.4,310.9,1557,39.3,174
-1,303.9,312.7,1528,38.4,177
-1,298.4,308.9,1706,29.5,107
-1,299.1,308.3,1524,34.1,128
0,302.2,310.9,1465,43.5,140
-1,300.9,309.5,1612,35.2,124
-1,298.5,309.7,2617,12.1,102
-1,301.4,310.5,1489,43.5,98
-1,297.5,309.3,1404,43.5,195
-1,301.7,310.9,1608,33.0,160
-1,301.5,310.5,1702,28.7,135
-1,296.4,307.3,1487,37.5,83
-1,302.3,311.5,1387,47.3,2
0,297.6,308.7,1408,51.5,4
-1,299.0,309.9,1411,44.7,94
1,297.5,308.6,1536,38.7,7
-1,300.8,311.7,1655,32.2,12
-1,299.1,310.5,1532,36.6,62
-1,300.8,311.7,1578,31.4,219
-1,302.1,311.4,1603,35.9,104
-1,299.2,309.1,1387,48.7,4
-1,302.4,311.8,1451,42.0,110
-1,303.5,313.0,1322,59.5,71
-1,300.7,309.9,1815,27.0,190
-1,300.4,309.6,1356,45.9,64
-1,302.1,310.7,1491,42.8,98
-1,301.5,310.6,1481,46.8,20
-1,297.5,308.6,1497,43.9,91
-1,300.3,311.5,1403,60.1,58
-1,298.1,307.7,1289,48.3,42
1,302.3,311.7,1456,45.4,130
0,297.5,308.7,1446,53.0,168
-1,300.6,310.8,1533,38.5,117
-1,299.5,309.3,1333,54.1,147
-1,298.5,308.2,1595,32.3,46
-1,301.4,310.7,1487,44.6,88
-1,301.5,310.6,1522,41.0,114
1,303.7,312.7,1564,40.2,150
1,298.6,309.7,1672,27.5,54
0,298.7,309.1,1423,49.5,200
-1,298.0,308.2,1365,52.9,218
-1,298.3,307.8,1906,22.1,104
-1,298.3,308.6,1548,40.3,140
0,297.5,308.4,1369,54.8,145
-1,297.5,308.8,1587,34.9,166
-1,297.4,309.2,1459,37.9,191
-1,297.7,308.7,1449,40.2,95
1,301.9,311.0,1336,63.6,111
-1,304.1,313.6,1382,46.7,134
-1,303.8,312.8,1428,53.3,152
-1,301.4,310.3,1492,41.4,195
0,301.1,310.6,1429,52.7,35
0,300.7,311.7,1412,49.1,219
-1,302.4,311.8,1384,50.9,99
-1,299.0,309.5,1861,23.3,73
-1,301.9,311.0,1541,38.9,193
-1,299.1,308.5,1415,43.4,0
-1,301.3,310.0,1506,40.8,11
-1,303.8,313.0,1633,32.9,207
-1,297.1,308.5,1733,28.7,50
-1,298.4,308.6,1491,42.0,120
0,297.9,308.8,1538,37.6,54
0,297.6,308.5,1431,52.6,26
-1,302.5,311.6,1595,29.5,35
-1,301.2,310.3,1451,39.7,123
-1,302.5,310.3,1592,32.6,174
-1,296.2,306.8,1389,53.3,132
0,299.9,309.4,1509,42.8,190
0,297.7,307.3,1365,49.2,36
-1,300.8,311.7,1490,46.4,217
-1,299.0,310.4,1339,49.6,94
-1,300.3,310.3,1362,60.3,206
0,300.2,310.3,1704,29.2,42
0,302.2,311.7,1653,31.4,2
-1,297.5,309.2,1715,28.0,30
0,300.2,310.2,1628,30.3,27
-1,298.9,310.3,1436,39.0,32
-1,296.8,307.5,1347,54.8,43
1,301.2,309.9,1362,50.7,25
-1,300.3,310.3,1629,34.1,52
-1,300.2,311.8,1798,23.2,210
-1,297.3,308.1,1566,35.7,156
-1,299.0,310.2,1377,62.5,92
0,302.0,311.1,1406,48.8,159
0,298.2,308.5,2678,10.7,86
0,303.4,311.8,1391,42.7,197
0,297.8,309.4,1495,36.5,132
1,297.4,308.7,1349,48.9,120
0,301.2,310.3,1357,54.5,49
-1,300.1,309.4,1568,39.7,42
-1,300.7,310.2,1807,24.2,77
-1,301.8,310.6,1192,68.9,135
-1,297.4,308.3,1366,45.5,11
-1,301.5,309.8,1549,38.5,81
-1,298.8,308.4,1484,39.2,8
-1,299.7,309.1,1475,40.0,123
-1,302.7,310.7,1398,57.7,19
-1,300.3,310.6,1806,24.4,88
-1,302.3,311.2,1786,24.3,81
-1,295.8,306.6,1644,35.2,115
-1,302.8,311.1,1721,30.0,87
-1,297.4,308.8,1447,58.1,129
0,298.7,310.0,1459,40.2,69
-1,300.9,310.8,1517,44.3,4
-1,298.0,308.6,1430,57.0,43
0,302.2,311.2,1561,34.9,106
-1,299.8,309.1,1772,24.8,113
0,299.4,309.1,1352,44.7,172
-1,302.0,310.8,1615,29.0,235
1,301.0,310.6,1366,50.6,106
-1,299.0,309.4,1419,48.3,91
0,298.7,310.1,1549,42.5,61
1,297.4,308.7,1726,26.8,158
0,298.6,309.4,1407,45.1,176
0,301.9,310.6,1412,46.5,89
0,297.4,308.3,1483,41.9,47
0,302.5,312.0,1436,43.5,184
0,298.0,307.6,1844,23.8,44
-1,300.3,309.6,1404,44.6,87
-1,299.5,308.8,1965,20.4,164
-1,301.2,311.1,1550,39.7,20
-1,299.1,310.1,1435,48.8,229
0,302.4,311.1,1887,22.4,197
-1,302.6,311.8,1427,50.1,21
-1,300.1,309.7,1351,58.2,155
-1,297.5,308.6,1514,36.9,134
0,297.4,308.4,1517,41.0,18
-1,301.5,310.4,1488,41.1,151
-1,300.6,310.5,1644,33.8,148
-1,302.3,311.1,1630,35.6,183
-1,300.2,311.4,1433,37.9,36
-1,300.8,309.4,1946,20.5,111
-1,300.3,311.4,1759,24.8,34
-1,302.6,311.6,1953,22.4,180
0,302.4,311.4,1675,29.6,128
-1,299.4,308.7,1459,47.6,96
-1,301.2,310.6,1409,50.9,66
-1,299.0,310.2,1372,48.0,174
-1,296.9,308.4,1390,41.8,184
0,302.2,310.4,1456,47.5,167
0,298.7,309.6,1800,24.8,78
0,299.9,310.5,1335,52.9,180
1,300.1,311.6,1589,37.9,37
-1,302.6,311.5,1427,38.9,213
1,297.3,308.3,1506,37.0,54
-1,299.7,311.1,1554,41.0,192
-1,300.6,309.9,1480,43.7,153
0,300.8,310.6,1545,37.5,155
-1,297.8,309.0,1456,41.2,0
-1,300.8,310.6,1384,52.9,165
-1,300.6,311.8,1471,41.4,39
0,302.3,311.0,1421,41.3,182
0,298.1,307.6,2066,19.2,150
0,298.8,309.7,1459,47.3,141
-1,298.4,309.2,1425,45.5,11
-1,297.8,308.8,1548,36.9,64
-1,303.3,311.3,1389,53.9,39
0,300.1,310.4,1480,37.1,77
-1,299.3,309.1,1495,44.0,55
-1,300.7,311.7,1524,43.5,222
1,297.9,307.6,1418,43.0,207
-1,299.4,309.1,1645,28.6,57
-1,302.0,310.7,1657,31.9,37
-1,300.8,311.4,1536,40.9,22
-1,298.4,308.8,1458,40.1,111
1,300.2,309.7,1483,43.8,108
-1,301.7,310.8,1559,44.5,135
-1,299.7,309.6,1720,27.1,146
-1,297.6,308.3,1623,36.9,61
-1,303.9,313.0,1551,36.8,140
-1,298.8,310.0,1412,46.3,107
-1,300.5,311.0,2074,18.9,9
0,297.5,308.0,2033,16.7,128
-1,300.5,309.3,1475,46.8,94
-1,295.5,306.1,1488,40.7,31
-1,304.1,313.3,1459,50.3,39
-1,300.7,310.7,1450,43.4,80
-1,298.2,308.7,1428,54.9,45
-1,298.0,307.3,1424,46.5,185
-1,301.0,312.3,1488,42.6,107
0,297.6,308.6,1482,38.3,39
-1,298.5,308.1,1564,31.1,34
0,297.0,307.9,1493,34.7,57
0,298.0,307.6,1581,43.4,113
-1,299.7,309.3,1546,37.2,4
-1,300.1,309.3,1570,36.8,189
1,298.7,308.4,1560,33.3,53
0,298.6,308.3,1717,28.7,29
-1,299.1,310.7,1309,51.1,188
-1,302.2,311.1,1630,34.6,94
0,298.9,308.4,1827,26.1,5
0,301.0,309.6,1588,32.7,138
-1,302.4,310.1,1556,32.9,132
-1,303.4,311.7,1295,51.3,51
1,299.4,309.3,1743,28.2,0
0,303.8,313.1,2117,18.6,22
-1,297.4,308.3,1490,42.6,164
0,300.3,309.5,1405,49.4,77
0,301.0,310.6,1460,53.6,74
1,300.6,309.8,1913,22.5,157
-1,302.0,310.4,1568,39.2,112
-1,302.5,312.0,1574,33.8,63
-1,298.9,309.8,1534,42.1,23
-1,299.2,310.4,1611,36.4,32
1,303.1,312.6,1404,40.6,152
-1,298.0,309.2,1527,39.5,85
-1,300.6,311.7,1734,29.9,72
0,301.3,310.7,1300,58.3,92
1,298.2,309.0,1562,37.7,36
0,299.8,311.2,1745,26.3,150
-1,298.7,310.1,1786,27.7,114
-1,302.3,311.8,1435,44.8,98
-1,296.2,307.3,1881,24.3,40
1,298.9,308.5,1415,54.0,6
-1,298.4,309.3,1549,40.8,139
-1,302.6,312.1,1519,38.1,178
0,300.5,311.3,1507,43.4,41
0,304.0,313.1,1466,39.5,83
1,300.6,309.4,1380,47.6,246
-1,297.5,308.9,1581,30.4,155
0,301.8,311.5,1416,49.0,136
-1,301.3,310.9,1566,33.1,82
-1,300.6,310.0,1511,36.9,105
-1,301.3,311.1,1560,35.3,55
-1,297.9,307.9,1426,43.6,89
-1,303.6,312.3,2168,17.7,219
-1,302.4,310.2,1351,45.1,168
-1,301.9,310.9,1486,40.3,6
-1,300.5,310.3,1435,43.3,31
0,300.4,311.7,1832,24.2,179
0,301.8,311.1,1413,42.2,9
-1,298.0,308.4,1911,22.0,13
-1,303.8,313.1,1458,42.2,25
-1,298.2,308.4,1478,42.9,183
0,300.8,311.9,1761,29.0,113
0,302.4,311.0,1580,36.5,64
-1,301.9,310.4,1708,24.8,17
-1,300.4,309.9,1681,28.6,206
0,303.8,312.9,1815,27.8,66
-1,302.2,310.8,1350,56.6,76
-1,300.1,311.5,1334,54.0,26
-1,302.3,311.2,1633,36.4,114
0,304.0,313.2,1500,40.6,124
-1,298.0,307.8,1266,60.5,81
-1,300.2,309.7,1771,27.1,104
1,297.3,308.8,1499,44.2,134
-1,300.1,311.5,1434,40.8,80
1,301.9,311.0,1291,63.6,137
0,300.7,310.8,1486,41.2,71
-1,299.8,309.5,1495,39.6,10
1,298.5,309.3,1421,50.3,124
-1,299.4,308.7,1681,30.8,171
-1,296.7,307.6,1540,38.6,53
0,299.5,308.9,1448,42.9,74
-1,296.8,307.6,1304,48.7,142
0,302.5,311.8,1566,37.6,54
0,302.4,310.3,1375,52.5,161
-1,301.3,311.1,1454,40.3,191
-1,297.5,308.2,1610,33.6,115
0,298.9,309.9,1357,54.5,121
0,300.1,311.4,1913,21.9,15
-1,300.0,309.8,1372,39.6,105
-1,300.8,310.7,1525,39.4,175
1,297.7,308.2,1489,43.0,151
0,298.5,308.8,1553,34.9,18
-1,297.7,308.7,1688,27.2,125
0,295.6,306.1,1651,28.1,110
0,299.1,308.4,1332,51.7,71
-1,301.0,310.9,1813,28.5,197
-1,300.7,310.6,1720,30.3,96
-1,296.8,307.6,1368,52.0,140
-1,297.3,308.2,1601,35.7,9
-1,301.5,310.4,1629,34.1,151
0,300.0,309.5,1879,22.4,79
-1,299.2,308.4,1402,47.7,24
0,297.5,308.4,1403,44.3,25
-1,300.3,309.6,1468,44.7,179
-1,298.1,307.7,1479,45.0,136
0,297.4,308.6,1604,32.8,85
-1,297.9,309.4,1558,35.7,39
-1,304.2,313.4,1457,49.4,96
-1,300.1,311.4,1446,40.6,147
-1,301.2,311.0,1567,35.1,64
-1,303.7,312.7,1468,43.3,168
-1,302.6,310.4,1743,26.3,191
0,303.8,312.5,2344,15.2,146
-1,302.0,311.0,1865,22.7,48
-1,300.7,309.8,1406,48.4,151
-1,302.2,311.5,1543,38.5,37
-1,296.4,307.4,1403,48.4,70
0,298.3,309.1,1296,58.7,201
0,302.9,312.2,1745,25.5,98
-1,297.1,308.4,1304,53.5,153
-1,297.3,308.3,1471,38.2,37
0,297.4,308.9,1348,59.1,201
-1,304.3,313.5,2643,12.7,21
1,298.8,309.0,1497,43.8,147
-1,300.2,310.6,1431,42.3,113
0,298.6,309.5,1566,38.1,89
-1,298.4,308.2,1471,47.0,214
1,300.1,311.5,1383,49.1,33
-1,298.2,308.4,1497,37.7,207
-1,298.1,308.4,1592,38.2,211
0,298.3,309.2,1359,51.4,21
-1,298.5,309.1,1474,41.3,189
0,301.0,311.5,1550,34.9,162
-1,301.4,310.6,1578,33.0,181
-1,300.9,310.8,1571,39.9,51
0,297.9,308.9,1547,44.0,72
0,302.7,311.6,2709,9.7,2
1,298.3,309.1,1430,40.9,162
1,301.4,310.5,1536,39.9,201
-1,300.3,309.2,1572,32.0,173
-1,297.3,308.3,1504,36.3,45
-1,300.3,311.8,1547,39.7,121
-1,299.5,310.8,1571,38.2,74
-1,302.4,311.2,1448,50.5,53
-1,298.2,308.4,1355,49.4,209
0,300.3,309.6,1524,38.4,54
-1,297.0,307.7,1502,39.4,126
-1,298.2,308.9,1332,44.4,100
-1,302.5,311.8,1335,52.7,135
-1,302.4,311.5,1505,37.9,79
0,303.2,311.4,2102,19.0,5
-1,295.9,306.6,1679,30.4,117
1,297.2,308.5,1482,39.3,187
0,300.8,309.5,1481,44.5,49
-1,299.2,308.3,1410,43.0,26
0,298.6,309.9,1818,24.9,9
0,300.1,310.3,1345,57.1,71
-1,301.0,310.9,1568,38.2,172
-1,299.6,309.2,1422,39.8,219
-1,298.2,308.9,1367,45.0,85
-1,298.8,309.5,1374,48.1,159
0,298.0,308.7,2101,17.4,198
-1,302.7,310.6,1690,26.7,4
-1,300.5,309.8,1939,21.4,164
-1,302.6,311.0,1520,42.8,148
-1,298.9,308.3,1855,23.8,33
0,298.0,308.7,1614,30.7,106
1,303.9,313.0,1517,36.0,142
-1,302.3,311.4,1845,21.9,27
-1,297.6,308.4,1517,34.2,66
-1,303.5,313.0,1547,40.3,73
-1,301.0,312.2,1601,33.0,109
-1,298.1,308.7,1683,29.1,161
0,299.4,309.4,1326,47.5,35
-1,302.6,312.3,1512,34.2,44
0,298.7,308.5,1660,27.0,50
1,297.2,308.3,1453,45.8,105
0,301.9,310.9,1456,43.6,45
-1,298.2,308.4,1379,43.1,65
-1,299.7,311.1,1574,36.4,135
0,302.3,311.7,1685,30.8,130
0,301.5,310.5,1412,44.1,184
-1,300.3,310.3,1704,29.5,0
0,298.9,310.2,1331,49.0,121
1,298.0,308.8,1411,53.8,73
-1,297.4,308.4,1573,34.5,205
1,304.0,313.2,1271,68.6,161
0,303.6,312.5,1459,48.2,17
-1,301.4,310.7,1706,27.9,170
0,301.8,311.1,1647,31.6,6
-1,300.1,309.3,1616,32.0,199
-1,299.3,308.4,1406,47.4,3
0,299.0,310.0,1486,34.6,91
1,300.2,311.4,1319,54.6,15
-1,298.1,308.3,1331,63.0,13
-1,300.6,310.6,1497,38.2,83
-1,298.4,308.6,1609,35.0,103
-1,299.2,308.5,1457,44.7,195
0,303.3,311.5,1384,54.8,48
-1,298.4,307.9,1446,45.3,23
-1,302.6,311.0,1537,35.5,91
-1,300.6,311.6,1964,21.4,15
-1,298.4,309.9,1725,27.8,21
0,300.4,309.8,1356,44.4,136
-1,298.2,308.3,2057,18.0,168
0,299.0,309.4,1561,37.3,70
-1,301.4,310.7,1989,21.8,19
0,296.9,307.8,1392,43.9,0
0,303.6,311.8,1627,30.8,104
-1,299.9,309.3,1473,40.4,59
-1,300.3,311.3,1332,60.5,112
-1,301.2,310.4,1470,44.0,113
-1,301.8,310.6,1372,54.7,95
-1,297.5,308.5,1462,52.3,148
0,300.3,309.3,1391,57.9,204
-1,299.2,308.8,1542,39.2,179
-1,298.8,309.7,1529,44.0,136
-1,300.9,309.6,1384,42.4,131
-1,302.0,310.4,1591,29.8,105
-1,298.9,310.1,1587,30.2,162
-1,297.6,309.0,1487,45.4,64
0,301.5,310.4,1486,39.6,144
0,302.4,311.0,1490,37.1,168
-1,300.2,309.8,1398,54.8,39
0,297.1,308.4,1583,38.2,150
0,298.5,308.2,1564,37.5,15
0,298.0,307.9,1750,26.6,67
0,301.7,311.1,1578,40.5,174
0,300.8,310.5,1409,50.6,141
-1,300.7,310.8,2113,18.5,95
-1,300.7,309.5,1467,44.3,55
0,302.2,311.5,1863,25.7,85
-1,302.5,311.5,1700,29.5,133
-1,303.8,312.8,1646,35.8,143
0,301.4,311.1,1758,25.4,88
-1,298.8,309.8,1508,36.3,69
1,302.0,310.6,1438,43.2,12
-1,300.5,310.6,1499,45.2,8
-1,296.9,307.8,1653,29.7,137
-1,300.1,309.4,1559,39.7,24
-1,299.9,311.3,1522,45.7,153
0,300.6,311.7,1389,52.1,210
0,295.7,306.3,1462,44.3,37
0,300.3,311.3,1506,40.7,98
0,299.1,308.8,1491,41.0,209
-1,299.1,310.1,1894,24.2,22
-1,300.9,310.1,2090,17.8,133
0,303.7,312.7,1669,31.7,120
-1,302.2,311.2,1381,49.4,207
-1,300.3,311.6,1709,29.5,27
-1,299.2,308.5,1867,27.0,138
-1,298.8,308.6,1431,45.7,97
-1,298.1,307.9,1502,41.8,79
-1,298.6,308.2,1705,26.3,177
-1,300.0,309.5,1717,28.3,48
-1,302.7,311.0,1694,29.8,150
-1,301.4,310.7,1425,45.1,7
-1,295.6,306.1,1383,48.7,147
0,300.3,309.4,1612,33.1,150
0,302.3,310.9,1742,29.7,137
-1,300.6,310.1,1485,49.9,19
0,300.7,310.2,1373,44.1,28
0,297.6,308.7,1475,46.6,54
-1,303.4,311.7,1673,32.2,166
-1,297.1,308.2,1402,51.2,186
0,302.1,310.7,1608,30.3,81
0,300.9,310.8,1599,33.0,7
-1,301.3,311.1,1504,39.1,2
-1,301.8,310.8,1576,38.6,38
0,302.3,311.1,1295,57.1,146
0,297.5,308.4,1596,36.6,80
-1,297.4,308.4,1369,50.6,220
-1,303.5,311.9,1405,45.6,10
0,298.0,307.9,1479,47.6,76
-1,297.4,308.4,1603,34.6,65
0,300.8,310.4,1518,36.0,59
-1,303.4,312.7,1534,35.5,98
-1,301.9,311.0,1642,33.1,126
-1,297.9,308.0,1296,62.9,41
-1,299.9,311.3,1504,40.7,20
0,298.8,310.0,1484,44.9,80
-1,303.5,311.6,1577,38.1,112
-1,303.8,312.6,1565,36.0,179
-1,301.3,311.1,1647,28.2,140
-1,297.5,308.8,1603,36.7,184
0,303.6,312.0,1435,37.9,98
0,299.8,309.1,1268,58.0,90
0,301.2,312.3,1548,38.3,87
-1,302.3,312.0,1398,43.3,171
0,304.2,313.5,1557,37.3,164
0,297.5,309.4,1433,48.3,139
-1,300.7,311.8,1603,34.1,17
-1,304.3,313.5,1590,29.8,17
0,297.0,308.1,1573,34.9,93
0,300.5,310.5,1469,42.9,14
0,300.0,310.2,1443,58.7,68
-1,298.1,308.7,1568,32.9,10
0,300.1,311.7,1400,48.5,205
-1,302.4,311.1,1880,24.5,156
-1,302.4,311.3,1503,38.2,120
-1,298.5,310.0,1492,41.2,19
0,300.6,309.6,1503,38.4,68
-1,302.4,311.6,1622,35.0,68
-1,298.2,307.8,1355,51.3,70
-1,297.7,307.2,1668,32.7,31
1,298.0,308.1,1440,43.7,37
-1,300.5,310.4,1761,26.5,12
0,296.9,307.9,1385,44.8,144
0,300.4,309.7,1685,32.3,167
-1,301.2,310.8,1479,38.2,139
0,299.5,309.3,1675,29.2,132
0,302.2,311.2,1663,29.6,115
0,298.0,307.8,1492,40.2,197
-1,300.0,310.2,1675,29.7,64
1,299.7,309.2,1691,27.7,203
0,297.7,309.1,1732,28.1,167
-1,298.9,310.2,1654,31.1,158
0,298.4,309.3,1496,45.6,129
0,296.4,307.2,2071,19.4,183
-1,299.8,310.9,1545,40.7,166
-1,300.3,309.4,1705,29.4,190
1,297.9,309.1,1435,44.7,8
-1,301.0,310.7,1300,57.2,174
0,297.1,308.4,1615,32.6,184
0,299.4,308.9,1457,41.5,201
-1,300.8,312.5,1517,39.2,107
-1,298.9,309.9,1404,39.8,62
1,298.4,308.9,1577,37.1,0
-1,301.6,310.7,1494,39.5,24
0,304.1,313.5,1587,33.6,108
-1,299.6,309.0,1648,33.6,70
0,296.9,307.8,1426,50.7,130
-1,303.9,313.0,1759,28.4,74
-1,300.8,311.6,1516,35.6,14
-1,298.8,310.0,1672,30.4,150
0,298.3,309.4,1816,22.6,138
-1,297.9,307.9,1412,44.5,85
0,300.0,311.4,1533,42.6,180
-1,298.2,309.0,2449,13.8,45
-1,298.1,309.0,1502,40.9,153
0,297.6,308.3,1467,36.7,68
1,298.8,308.6,1449,49.4,150
0,297.8,308.3,1567,35.6,131
-1,298.2,308.3,1458,41.8,132
0,304.0,313.5,1732,26.2,126
-1,297.5,308.5,1335,48.0,131
0,298.8,310.0,1295,52.7,74
